DOID:0001816	2
DOID:0002116	6
DOID:00080348	2
DOID:0014667	41
DOID:0040002	1
DOID:0040003	1
DOID:0040004	1
DOID:0040007	1
DOID:0040008	1
DOID:0040010	1
DOID:0040011	1
DOID:0040012	1
DOID:0040013	1
DOID:0040015	1
DOID:0040016	1
DOID:0040018	1
DOID:0040019	1
DOID:0040020	1
DOID:0040021	1
DOID:0040023	1
DOID:0040024	1
DOID:0040026	1
DOID:0040027	1
DOID:0040028	1
DOID:0040031	1
DOID:0040032	1
DOID:0040034	1
DOID:0040035	1
DOID:0040036	1
DOID:0040040	1
DOID:0040041	2
DOID:0040043	1
DOID:0040048	1
DOID:0040049	1
DOID:0040051	5
DOID:0040054	1
DOID:0040056	1
DOID:0040057	1
DOID:0040058	1
DOID:0040061	1
DOID:0040064	1
DOID:0040065	1
DOID:0040072	2
DOID:0040073	1
DOID:0040076	1
DOID:0040077	5
DOID:0040080	1
DOID:0040081	1
DOID:0040084	3
DOID:0040085	1
DOID:0040088	1
DOID:0040089	3
DOID:0040091	1
DOID:0040095	1
DOID:0040096	2
DOID:0040097	2
DOID:0040099	1
DOID:0040104	1
DOID:0050012	7
DOID:0050013	1
DOID:0050032	3
DOID:0050035	1
DOID:0050043	1
DOID:0050051	1
DOID:0050052	1
DOID:0050059	1
DOID:0050096	1
DOID:0050097	2
DOID:0050105	1
DOID:0050117	12
DOID:0050118	1
DOID:0050120	4
DOID:0050125	4
DOID:0050127	1
DOID:0050133	3
DOID:0050134	3
DOID:0050135	2
DOID:0050136	2
DOID:0050138	4
DOID:0050144	1
DOID:0050145	1
DOID:0050148	1
DOID:0050150	1
DOID:0050152	1
DOID:0050155	23
DOID:0050156	5
DOID:0050157	1
DOID:0050158	2
DOID:0050168	1
DOID:0050169	5
DOID:0050177	41
DOID:0050179	1
DOID:0050185	1
DOID:0050192	1
DOID:0050194	1
DOID:0050195	1
DOID:0050196	1
DOID:0050198	1
DOID:0050204	1
DOID:0050211	1
DOID:0050214	1
DOID:0050222	1
DOID:0050246	1
DOID:0050253	1
DOID:0050260	1
DOID:0050261	1
DOID:0050268	1
DOID:0050269	5
DOID:0050279	1
DOID:0050292	7
DOID:0050308	1
DOID:0050328	3
DOID:0050331	3
DOID:0050335	1
DOID:0050338	16
DOID:0050353	1
DOID:0050383	1
DOID:0050424	5
DOID:0050425	5
DOID:0050427	5
DOID:0050429	1
DOID:0050431	3
DOID:0050432	7
DOID:0050433	1
DOID:0050434	4
DOID:0050437	1
DOID:0050439	5
DOID:0050440	2
DOID:0050441	2
DOID:0050445	4
DOID:0050448	1
DOID:0050450	1
DOID:0050451	4
DOID:0050452	1
DOID:0050453	2
DOID:0050454	7
DOID:0050456	1
DOID:0050460	3
DOID:0050461	6
DOID:0050463	1
DOID:0050465	2
DOID:0050466	5
DOID:0050467	1
DOID:0050468	1
DOID:0050469	4
DOID:0050471	1
DOID:0050473	1
DOID:0050474	1
DOID:0050475	1
DOID:0050476	12
DOID:0050477	3
DOID:0050484	2
DOID:0050485	1
DOID:0050486	6
DOID:0050489	1
DOID:0050495	1
DOID:0050508	1
DOID:0050513	1
DOID:0050514	1
DOID:0050516	1
DOID:0050517	1
DOID:0050523	2
DOID:0050524	8
DOID:0050526	7
DOID:0050534	5
DOID:0050535	5
DOID:0050538	1
DOID:0050539	13
DOID:0050540	1
DOID:0050541	8
DOID:0050542	2
DOID:0050543	5
DOID:0050544	1
DOID:0050545	1
DOID:0050548	6
DOID:0050549	2
DOID:0050554	2
DOID:0050557	4
DOID:0050558	3
DOID:0050559	2
DOID:0050560	2
DOID:0050561	1
DOID:0050562	1
DOID:0050563	5
DOID:0050564	2
DOID:0050565	12
DOID:0050566	1
DOID:0050567	5
DOID:0050568	1
DOID:0050569	4
DOID:0050570	4
DOID:0050571	4
DOID:0050572	6
DOID:0050573	5
DOID:0050574	2
DOID:0050575	2
DOID:0050576	4
DOID:0050577	3
DOID:0050578	2
DOID:0050579	6
DOID:0050580	3
DOID:0050581	12
DOID:0050584	1
DOID:0050587	2
DOID:0050588	6
DOID:0050589	10
DOID:0050590	1
DOID:0050591	1
DOID:0050592	5
DOID:0050593	2
DOID:0050594	1
DOID:0050596	2
DOID:0050598	1
DOID:0050599	1
DOID:0050600	2
DOID:0050601	1
DOID:0050602	2
DOID:0050604	1
DOID:0050605	7
DOID:0050606	1
DOID:0050611	7
DOID:0050614	1
DOID:0050615	2
DOID:0050619	2
DOID:0050620	1
DOID:0050621	2
DOID:0050622	1
DOID:0050624	4
DOID:0050625	6
DOID:0050628	4
DOID:0050629	4
DOID:0050630	6
DOID:0050631	1
DOID:0050632	2
DOID:0050633	4
DOID:0050636	1
DOID:0050637	2
DOID:0050638	9
DOID:0050639	1
DOID:0050642	3
DOID:0050644	1
DOID:0050645	1
DOID:0050646	7
DOID:0050647	1
DOID:0050648	2
DOID:0050649	1
DOID:0050650	4
DOID:0050654	1
DOID:0050655	5
DOID:0050656	8
DOID:0050660	1
DOID:0050661	12
DOID:0050662	5
DOID:0050663	1
DOID:0050664	14
DOID:0050665	15
DOID:0050667	1
DOID:0050668	1
DOID:0050669	1
DOID:0050670	4
DOID:0050671	2
DOID:0050674	2
DOID:0050676	2
DOID:0050677	1
DOID:0050679	3
DOID:0050681	1
DOID:0050683	7
DOID:0050684	2
DOID:0050685	1
DOID:0050686	6
DOID:0050687	17
DOID:0050690	1
DOID:0050691	1
DOID:0050692	1
DOID:0050693	2
DOID:0050694	2
DOID:0050695	1
DOID:0050696	3
DOID:0050699	7
DOID:0050700	25
DOID:0050701	10
DOID:0050702	5
DOID:0050703	1
DOID:0050704	1
DOID:0050705	1
DOID:0050706	3
DOID:0050708	1
DOID:0050709	12
DOID:0050711	1
DOID:0050713	7
DOID:0050717	1
DOID:0050718	4
DOID:0050719	1
DOID:0050720	1
DOID:0050721	1
DOID:0050722	1
DOID:0050723	1
DOID:0050725	4
DOID:0050726	3
DOID:0050727	2
DOID:0050728	4
DOID:0050730	34
DOID:0050731	12
DOID:0050733	2
DOID:0050734	2
DOID:0050736	14
DOID:0050737	18
DOID:0050738	2
DOID:0050739	13
DOID:0050740	1
DOID:0050741	3
DOID:0050742	1
DOID:0050743	1
DOID:0050744	2
DOID:0050745	1
DOID:0050747	2
DOID:0050748	1
DOID:0050749	2
DOID:0050750	1
DOID:0050752	1
DOID:0050753	5
DOID:0050755	1
DOID:0050757	1
DOID:0050758	4
DOID:0050760	2
DOID:0050762	1
DOID:0050763	3
DOID:0050764	4
DOID:0050765	2
DOID:0050766	1
DOID:0050768	1
DOID:0050770	2
DOID:0050771	1
DOID:0050773	1
DOID:0050774	2
DOID:0050775	4
DOID:0050776	6
DOID:0050777	58
DOID:0050778	4
DOID:0050779	1
DOID:0050781	2
DOID:0050782	4
DOID:0050784	1
DOID:0050785	3
DOID:0050789	1
DOID:0050790	1
DOID:0050791	2
DOID:0050792	2
DOID:0050793	3
DOID:0050794	2
DOID:0050795	5
DOID:0050796	1
DOID:0050797	10
DOID:0050798	1
DOID:0050799	1
DOID:0050800	5
DOID:0050801	1
DOID:0050805	2
DOID:0050806	3
DOID:0050807	1
DOID:0050809	3
DOID:0050811	10
DOID:0050813	1
DOID:0050814	3
DOID:0050815	2
DOID:0050816	2
DOID:0050817	15
DOID:0050819	11
DOID:0050820	2
DOID:0050822	1
DOID:0050823	3
DOID:0050824	3
DOID:0050825	2
DOID:0050826	2
DOID:0050827	5
DOID:0050828	6
DOID:0050830	5
DOID:0050831	3
DOID:0050832	1
DOID:0050833	1
DOID:0050834	3
DOID:0050836	3
DOID:0050837	1
DOID:0050838	1
DOID:0050839	1
DOID:0050841	1
DOID:0050846	1
DOID:0050847	2
DOID:0050848	1
DOID:0050849	1
DOID:0050851	2
DOID:0050854	1
DOID:0050855	5
DOID:0050857	10
DOID:0050858	3
DOID:0050860	2
DOID:0050861	1
DOID:0050862	1
DOID:0050863	1
DOID:0050865	2
DOID:0050866	1
DOID:0050868	1
DOID:0050870	1
DOID:0050871	1
DOID:0050873	3
DOID:0050876	1
DOID:0050879	1
DOID:0050880	9
DOID:0050881	2
DOID:0050882	1
DOID:0050884	4
DOID:0050886	3
DOID:0050887	1
DOID:0050888	15
DOID:0050889	5
DOID:0050890	6
DOID:0050895	1
DOID:0050896	1
DOID:0050898	1
DOID:0050900	1
DOID:0050902	2
DOID:0050903	1
DOID:0050904	3
DOID:0050906	1
DOID:0050908	3
DOID:0050911	2
DOID:0050912	1
DOID:0050914	1
DOID:0050919	1
DOID:0050920	1
DOID:0050921	4
DOID:0050922	1
DOID:0050923	1
DOID:0050927	2
DOID:0050928	1
DOID:0050930	1
DOID:0050931	1
DOID:0050933	1
DOID:0050935	1
DOID:0050936	2
DOID:0050943	3
DOID:0050944	1
DOID:0050945	1
DOID:0050946	2
DOID:0050949	2
DOID:0050950	7
DOID:0050951	9
DOID:0050952	3
DOID:0050954	2
DOID:0050955	1
DOID:0050959	2
DOID:0050960	2
DOID:0050962	1
DOID:0050965	1
DOID:0050967	1
DOID:0050968	2
DOID:0050969	3
DOID:0050970	2
DOID:0050972	2
DOID:0050975	2
DOID:0050976	1
DOID:0050977	1
DOID:0050978	3
DOID:0050979	1
DOID:0050982	2
DOID:0050983	1
DOID:0050984	1
DOID:0050985	4
